Pilot;Field Name;Field Description;Field Latitude;Field Longitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description;Averages
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;Yaw;Yaw;Rotation over X axis;Degrees;°;Camedda_I023_Yaw;The datastream containing mesures of field Camedda by sensor I023 which measures yaw;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;Pitch;Pitch;Rotation over Y axis;Degrees;°;Camedda_I023_Pitch;The datastream containing mesures of field Camedda by sensor I023 which measures pitch;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;Roll;Roll;Rotation over Z axis;Degrees;°;Camedda_I023_Roll;The datastream containing mesures of field Camedda by sensor I023 which measures roll;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Camedda_I023_ambient_temperature;The datastream containing mesures of field Camedda by sensor I023 which measures air temperature;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;air_humidity;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;Camedda_I023_air_humidity;The datastream containing mesures of field Camedda by sensor I023 which measures humidity;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I023;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I023;BatteryVoltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Camedda_I023_BatteryVoltage;The datastream containing mesures of field Camedda by sensor I023 which measures Battery Voltage;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;Timestamp;Timestamp;UTC epoch time when the data were collected;Seconds;s;Camedda_I024_Timestamp;The datastream containing mesures of field Camedda by sensor I024 which measures Timestamp;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;NDVI;NDVI;Normalized Difference Vegetation Index;-;-;Camedda_I024_NDVI;The datastream containing mesures of field Camedda by sensor I024 which measures NDVI;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;RadialGrowth;Radial Growth;Differential measurement of trunk radial growth;Millimeters;mm;Camedda_I024_RadialGrowth;The datastream containing mesures of field Camedda by sensor I024 which measures radial growth;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;SapFlow;Sap Flow Velocity;Sap velocity;Centimeter per Second;cm/h;Camedda_I024_SapFlow;The datastream containing mesures of field Camedda by sensor I024 which measures sap flow velocity;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;Yaw;Yaw;Rotation over X axis;Degrees;°;Camedda_I024_Yaw;The datastream containing mesures of field Camedda by sensor I024 which measures yaw;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;Pitch;Pitch;Rotation over Y axis;Degrees;°;Camedda_I024_Pitch;The datastream containing mesures of field Camedda by sensor I024 which measures pitch;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;Roll;Roll;Rotation over Z axis;Degrees;°;Camedda_I024_Roll;The datastream containing mesures of field Camedda by sensor I024 which measures roll;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Camedda_I024_ambient_temperature;The datastream containing mesures of field Camedda by sensor I024 which measures air temperature;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;air_humidity;Air Humidity;The amount of moisture or water vapor present in the air, often expressed as a percentage of the maximum amount the air could hold at a given temperature.;Percentage;%;Camedda_I024_air_humidity;The datastream containing mesures of field Camedda by sensor I024 which measures humidity;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I024;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I024;BatteryVoltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Camedda_I024_BatteryVoltage;The datastream containing mesures of field Camedda by sensor I024 which measures Battery Voltage;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;Timestamp;Timestamp;UTC epoch time when the data were collected;Seconds;s;Camedda_I025_Timestamp;The datastream containing mesures of field Camedda by sensor I025 which measures Timestamp;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;NDVI;NDVI;Normalized Difference Vegetation Index;-;-;Camedda_I025_NDVI;The datastream containing mesures of field Camedda by sensor I025 which measures NDVI;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;RadialGrowth;Radial Growth;Differential measurement of trunk radial growth;Millimeters;mm;Camedda_I025_RadialGrowth;The datastream containing mesures of field Camedda by sensor I025 which measures radial growth;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;SapFlow;Sap Flow Velocity;Sap velocity;Centimeter per Second;cm/h;Camedda_I025_SapFlow;The datastream containing mesures of field Camedda by sensor I025 which measures sap flow velocity;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;Yaw;Yaw;Rotation over X axis;Degrees;°;Camedda_I025_Yaw;The datastream containing mesures of field Camedda by sensor I025 which measures yaw;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;Pitch;Pitch;Rotation over Y axis;Degrees;°;Camedda_I025_Pitch;The datastream containing mesures of field Camedda by sensor I025 which measures pitch;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;Roll;Roll;Rotation over Z axis;Degrees;°;Camedda_I025_Roll;The datastream containing mesures of field Camedda by sensor I025 which measures roll;None
Italy;Camedda;Field In Italy;3,994833;8,703639;I025;A sensor for tree's overall health monitoring that collects radial growth, sap flux density, tree stability, air temperature and humidity and NDVI;ST07;EUI_EQ_I025;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Camedda_I025_ambient_temperature;The datastream containing mesures of field Camedda by sensor I025 which measures air temperature;None
